annotation_id,review_id,cleaned_review_text,rating,human_label,notes
135,179c4ba01d8f25db3d453919421b7a6a4633605ff25b3d588a44aeb6ae5bb52e,Well it doesn't fit every android phone on the market.,1.0,FIT_COMPATIBILITY,
136,7113622a3aee0563dea44673d695745e16206c0c88b4ae5779ecc50c76e09263,No instructions of how to install which is very bothersome as I do not want to damage my headphones. Waste of money on this product. Do yourself a favor and buy Bose.,1.0,USABILITY_SETUP,
137,743307a52c2696d725e9d09da893abfe3ccad7df7225ca47172e0e6d6e736959,"I have read many good reviews and I'm only giving this a mediocre review because they don't fit my head. The back wire is rigid and pushed the units forward and didn't allow them to fit in my ear properly. I'm a 'full figured' person with a large head and large ear canals. The units didn't stay put in my ear very well as every time I turned my head they popped out, partly because of the stiff wire behind my head. If you are a smaller person, you may not have this issue. They did sound decent when I held them in my ears. They sent a long some other things that you are supposed to roll up and shove in your ears if you want to block out all the noise... I don't think so. To the many good reviews, I'm glad they worked for you and wish they would have worked for me. Unfortunately I had to return them.",3.0,FIT_COMPATIBILITY,
138,832801d8d80cc97ced80126cc3cd1b80e86be719fbaa283efec49292e3c69243,"This is an amazing soundbar/surround sound system. It sounds as good if not better than my friends 1000 traditional 5.1 surround set up. He came over to check it out, an left a little mad he didn't wait for this like I did. Watched transformers and surround is awesome. Great front/back balance as well as low/mid/high balance. The bluetooth works great! Now I can sit on my porch with the window open and control the music from my iPad. Absolutely love this system. If you are looking for a great sound system look no further!",5.0,NO_COMPLAINT,
139,ed6f84401b47c9c0b60c9f8c53360b011429df4d1a16e0d77b8f405e53cc9cb7,"I originally wanted the Jay bird blue buds x, but I didn't want to spend a fortune. I opted for these instead. The first pair that I received stopped working after about a week. I contacted Amazon and they replaced them super fast. So far, I have had no issues with the second pair. There are different loop attachments ranging from smaller to larger included, so you're bound to find a good fit. With the that being said, they are still a little uncomfortable. I find myself having to adjust them at least 3 or 4 times throughout my workout. They block sound is really good. I was surprised how loud these get! The bass quality is pretty good too. All I all, good wireless headphones.",4.0,FIT_COMPATIBILITY,
140,1fd734c53842f5849049d6689c7321388554ca6b4ab7318d2162bde49cb3e28b,"Easy to use, connects with no hassles, not nearly as touchy as the previous pair... happy to have the upgraded pair!",5.0,NO_COMPLAINT,
141,2550b33ce7ecafe34d9411221ac8d2031710409add3291337468e9bc588e3f51,Complete plastic junk. Fell apart by the second use. Which was a shame as they were comfortable.,1.0,BUILD_QUALITY,
142,ffb2046afc9c2e0f1fd9b29e757f351593627faa3c6ee09fd71d44a4e472115e,"Item was received and product came out of the box damaged. Turn table was popped out and wouldn't work. Benefit of doubt. Ordered replacement. Got replacement, unit won't even play 10 seconds without skipping and replaying. Weird. Requesting refund and now I have to ship off 2 items to get my refund. Poor product and even poorer quality control.",1.0,SHIPPING,
143,6013c38c9f2f6bfb4cc9e6ab5c3a1c42d37f2df5f2ec56d745b9803ca5125d0e,couldn't be happier,5.0,NO_COMPLAINT,
144,418d078dbecc94dc2822109eb60666caad04c38552640e79880800bab5720dd9,"I was looking for a set of headphones that would be light weight, cordless and sound good. I bought this headset mostly to listen to music on my iPod, iPad. I am not to much into the phone answering bit, but it works great for listening to music. I am totally satisfied with this product and would recommend it to anyone! Sounds great, have no regrets on the purchase, works for what I purchased it for. Has a really good sound. Been using it everyday now for a week, sounds great and very comfortable. Love them! Thanks",5.0,NO_COMPLAINT,
145,c2f9be124ad2e34341867aa775bd12a638bfeb9310130693de71a71ba52c2412,I thought this earbud will be a great for me but unfortunately it was not. First of all the other side of the person can’t hear my voice sometimes. Noise cancellation not work as well. Another main problem of this earbud is can’t hold in ear perfectly that’s why it’s always drop from ear. Not satisfied 😞 Can’t even return because of throw the package.,2.0,FIT_COMPATIBILITY,
146,c8885129e47ef8ee4b4409b0eb5c9502764a6ee118f972699b67f106c774a693,"All in all, it's a pretty good product for the price and it's much better than most other headphones out there that cost more than this pair did. The only complaint I have with this product is that the actual foam that's supposed to go around your ear is too small for me. In any other case, it's a top notch product. I'm pretty happy with my purchase!",4.0,FIT_COMPATIBILITY,
147,942eea614cd172fdb632faaa4e29043a5119f1d85b21dfd1bda89607338cb8eb,It’s not new and I paid $80 for it I will have to return this item,1.0,SHIPPING,
148,bab12b8373d69b2bbe470ce928b738f4904f840e3442da51f486a457d5704313,"sent to me in plastic bag with no instructions. when I contacted seller its response was go look online. piss poor customer service. I am not some tech wiz the reason I got this is because I am hard of hearing. the verbal commands are indecipherable to me. the volume control works BUT very little. this was my first blu tooth anything. after hours of hit and miss trying I got it to pair with my TV but on and off is still a mystery. I will stick with my old RF headphones, easy to operated good volume and I should have just bought another pair of those.I suppose if you do not have hearing issues these might be ok.",2.0,USABILITY_SETUP,
149,4861bd0b8f43cc1c81575b9f3eb3246680b8a9889f9695f44f1c2f62666b855e,Works great,5.0,NO_COMPLAINT,
150,2adcfb93f787979081f2685785e2e6da21b9c0f93f0991dbe25fc3d2bbd6646c,I did recieve the product in one day. There are no instructions. No way to tell what buttons do what. If I were not a bit tech savy I would be lost. Overall I find them disappointing. Lets see if they work when they are charged...,3.0,USABILITY_SETUP,
151,4ba6798d19de39af17be767d05a1be0a75e40922424d00ab53356672a9ae2b96,"I have had the freedom JB-200 predecessor to these headphones for about 18 months. I loved the comfort of the JB-200; although I had to buy Acoustibuds to really get them to fit well. The JB-200 fit behind your ear, so the weight of the earphone was carried by the top of your ear, which is comfortable. I soak my clothes with sweat when I workout, prior to the jaybird jb-200 earphones I shorted out 2 other sweat-proof labeled headphones, including the hd-s9 motorolas. I loved the JB-200 earphones, I would have bought another pair, but they were end-of-lifed, and the freedom-fj3 is the replacement. My JB-200s broke because I am not careful with them, i dropped them several times, even once from 20 feet up onto concrete; I was not surprised when they finally broke. I have worn the new freedom-fj3s 4 times. 1st with medium standard inserts, 2nd with medium deep plug inserts, 3rd with small deep plug inserts and gecko outer ear holders, 4th with medium standard inserts and small gecko outer ear holders. ... there are many options. The 4th wearing with the normal plugs and the gecko strips was the most comfortable, but still bothered my ear. Maybe I will get used to it; definitely not as comfortable as the JB-200s. The freedom fj3 do not fall out if you are using one of the gecko strips or the deep plugs. I have not yet shorted them out from excessive sweat. (but even the hd-s9s lasted about 15 workouts till they started shorting out, so I'll make an update in a month.) Sound quality: about the same as the JB-200. Base is a little weak, celerity is a little muffled, I would give them a 6/10 on sound ... if I didn't' sweat so much, the Motorola hd-s9's were far better sound, I would give them a 9/10. Battery-life: more than 3 hours my longest workout so far with them). I hope I find a more comfortable way to wear the freedom-fj3 earphones. I need music to get the most out of my workouts, and I prefer bluetooth. This seems like the best option currently available UPDATE: owned for 2 months now battery life seems to be about 5-6 hours (2 workouts at about 2.5 hours ea, battery wears out just about this time) Comfort, I have found for me, I use the outer ear grips and the black earbuds, very comfortable. I am very happy with this purchase. I sweat a great deal when I workout, Jaybird is the only manufacture I have found which is waterproof enough not to burn out from the sweat. ... ooh, also I found my cell (android evo 4g) has an equilizer function. By editing the sound I am now much happier with the high range on these headphones. Update 11 months: still work perfectly, no issues. I use them about 3 times a week while working out. I sweat heavily while working out but these do not short out... after i found the ear pieces which fit best, i have been happy with the fit. My only complaint would be i dislike the feeling of the cord on the back of my neck, so i let the cord hang under my chin instead. Update: 1 year... exactly to the day! ... some failure on the headphones. The led is solid red, but the blue led still blinks. The headphones will still pair, +/- buttons stopped working as well. All was working fine until it wasn't. Left an email for jaybird support. I will post the results. Even if i cant get these fixed, I will still buy another pair; I still think they are the best sweat-proof bluetooth headphones. &#62;&#62;&#62;&#62; support told me to follow warranty and RMA info on the site. Warranty is 1 year, so I am outside of this. I bought a replacement pair, these work well. If I get another year out of these with the abuse I put them through, I will be satisfied. UPDATE: 3 years on the 2nd pair. These still work with no issue. I use the 3-4 time per week for running, cycling, weight-liftng. Sometimes when running I have trouble keeping them in my ears; the sweat and the impact makes them want to come out. Still, I put a little pressure on them about every 1/2 mile, and they stay in. Still very happy with the purchase. **Recommendation: The case these come with is less than useless; it comes open to easily. For 2$ I bought a tin Gift card holder from Home Depot. This gift card holder looks like a tiny tool box, and is the prefect size to store the headphones safely. This may be why this pair has lasted me 2.5 years, when my first pair lasted 1 year...",4.0,NO_COMPLAINT,
152,e6cb318cf1dff0ce8d97a9071ac49c910d68fdc9c296acb83d09faad96c91b91,JUNK. One pair arrived broken.,1.0,SHIPPING,
153,2008318327ebf6bae29f501638ef0b4c8faaf9397755ad8eab0c8a2b924250d8,"I really like the sound and fit of these earbuds, but the 1st pair i received arrived broken. I reported the problem and I was mailed another pair but I never received them. So I called again and was mailed out a 3rd pair... Within a month those broke in the exact same spot that the 1st pair arrived broken in. I'm not sure what thats about but I won't be ordering another pair.",3.0,SHIPPING,
154,6b741b616b7ef0850552f1a6f59d7c2b28f3e887a158a7a75b94247f2c8870b3,fell apart after just a few uses,2.0,BUILD_QUALITY,
155,cf061f22ba1cd56f5d96c467a086b30d61536983aaa7f684019ff996bab5eee0,"These served their purpose at a fair price when they worked, but after 2 pairs lasting roughly 3 months each I'm done with them. I pretty much exclusively have used these for running when they worked and they did fine there. They don't have a functional cord shortener like comparable products so you'll need to be ok with the cable riding on your neck. They are advertised as being waterproof, yet both pairs stopped working in the same amount of time with the same use. So either they are not waterproof and sweat is causing them to sotp working or they are simply poorly made. Eitgher way I wouldn't recommend these. They've been cared for as directed, yet each pair stopped charging after 3 months. They replaced the first pair after it stopped working, but would not replace the second pair and only offered a discount code to purchase a new pair when the second pair had the same issue and stopped functioning. If you're looking for a decent pair of minimalist wireless earbuds at a cheap price I'd looks elsewhere as these have unfortunately not met expectations.",1.0,FUNCTIONALITY,
156,e54336acf47652445fac7f9760777844e6085b319471b9f5724b61fd132c6e2e,"Light weight, great stereo sound, convenient controls, long battery life...this headset is ideal. Works great with my laptop, my Archos 5 internet tablet and my htc EVO V Virgin Mobile smartphone. With my big ears, it took a couple of days to get used to them but I now use it all day long with no problem. Having zero cell coverage in my area, I use Skype regularly on both my PC and my EVO smartphone. People I've spoken to say my voice is clear and with little backgoud noise. That's saying a lot since I live in a 38 foot trailer with an A/C and two fans running constantly to help cool me in this New Mexico high desert summer. Kinivo has a nice website and seems dedicated to customer satisfaction. You will not be disappointed with your purchase.",5.0,NO_COMPLAINT,
157,69246c5d8eca79abd2e1ebe8b1c0a26ef638739be8daece14b3891f5fd5d0683,"The package was damaged when it arrives, I noticed something like... Footprints or something similar, also, the headphones arrived broken.",2.0,SHIPPING,
158,7cc5d277dabd48ddf1acb859a3276c5681dd2971421dfd640a8ec059823f1996,"Just got the product. Cant rate the product yet, but, something unsettling..... 1> outer packaging unsealed. 2> inside, no paperwork. No warranty info, no instructions. Double checked the product info. No where do I read refurbished, renewed, etc. Not sure if I will keep them",1.0,USABILITY_SETUP,
159,2ccc8861e890383fbca68e832b74dceb265c0b74ca4ede7a47a054e45c013957,Works great on my road trip with my motorcycle 3 hour ride no issues,5.0,NO_COMPLAINT,
160,ea2997422b5e91e844c1644e8779a406342e07bb22b695a48904122f93ae15c9,By the third day they stopped working. When I would call people would ask me to remove them due to the high amount of noise they received on their end.,2.0,FUNCTIONALITY,
161,0aa2c948116b1bd3b60f479bebf51d55284eb17f13cde8856d9104ce4ecdab1d,"Bluetooth works great having the features that can be heard everything with the extra speakears, fantastic product",5.0,NO_COMPLAINT,
162,13abcb0b578ed50b63b677dc70a054db620166b9cb58e74438cba9e4a4e84089,"The product itself is fine and it arrived quickly. I bought them to replace a similar pair of Beats by Dre that I used for 2 years but recently lost. The new ones are ""renewed"" or whatever the fancy term for ""used"" is these days, which was also fine. However, absolutely no instructions were included. Had I not owned the same item already I would have had no idea how to pair them, etc. I'm sure that information is available somewhere online but I don't expect to have to go digging around on the interwebz before I can use a product. I won't be buying any ""renewed"" electronics in the future.",2.0,USABILITY_SETUP,
163,6b1b4b3c67a2ff1df375d5a20cd4ad52a809c6a3fc6f2b17c89739bd9dbf1344,"I bought these to slip under my pillowcase and listen to Scripture while I slept. The wires are very thin and not coated well. I tried to be very cautious about bending and pulling them. They worked for about 6mo before the wires completely stopped working. For the money, they are as expected. Volume was good. They are flat and soft, comfortable to place your ear over when lying down.",3.0,FUNCTIONALITY,
164,b2617a83da900e607a29393f3c2387e3659060dc1b908eae7230b9f47f67d70e,Awesome fit. Works great!,5.0,NO_COMPLAINT,
165,8b440437d9455927f67c9f1381f8c2c751ed850c98dfc8a88c01966cece70d38,Another crappy version. You get what you pay for.,1.0,OTHER,
166,4c7414e5d5fa8715be1ca7790422ed61d4a80beb21ae54812c4fea6d0c179630,Sony is just hands down better than everything out there. I have had the so called best. Yet Sony is above them all I prefer the xm3 over the xm4 because I like the deeper bass,5.0,NO_COMPLAINT,
167,4a9642367537a5ca767bcdea4f01bcc71bdb6d1ee10089a898f087b81924ad6c,"Sound is nice. No instructions. Ear cushion unevenly meshed. That’s just my luck, I’m sure others are meshed nicely. However, this is very affordable and easily connects to your laptop and phone.",3.0,USABILITY_SETUP,
168,a5fad65f9be57dbb672edb5d6ec239257711066ed1f26ef6f3f240b2bb1abe37,"You can't walk away more than 5ft from your phone and it disconnects. I deliver mail for a living and if I get out of the truck and walk to the back the headset disconnects. Sound is ok, had better sounding headphones. Doesn't fit comfortably around my neck. Don't waste your money and I wish I could return it but I'd spend more in shipping than it's worth.",1.0,FIT_COMPATIBILITY,
169,60feccbc2a5fbe122fa8334224d89b21b51c4862d8a6498bf800e6445d61b5d4,"Boxed in an easy to open cardboard box with circle tape for security, it rests in a plastic tray. It comes with the obvious headphones & a simple draw-string vinyl bag in all black. There are no instructions inside, just the outside box. There was no jack adapter. Specs: Size - Entire unit - 7"" wide & 7"" length Earpieces alone - 3"" in diameter & 1 1/2"" thick. Form - The headphones are adjustable normal pull-out style for size, even numbered how far you pull out which seemed unnecessary. The swivel ability on the earpieces is excellent, you can have one against one ear & the other facing fwd or back so you can hear around you better. With the tight form of the band of the headphones with have a silver metal band on top, it's pretty tight & anyone with an average head or large will be uncomfortable. Electronics Specs: 3.5 mm 3 line (each ear & mic) jack 1 meter cable / 3 1/2"" ft 3 grams in weight 12 Hz - 23.5 Hz Basic Sound: These JBL Roxys are good for thirty dollars, but not more because the bass was soo muffled whether I was watching a movie or playing music. iPhone Call Sound: On a call, it's weird to have such big speakers, but it sounded very clear & the caller said I sounded the same as my normal iPhone calls. I was able to change the volume on the inline remote & the mic rests at neck level. Conclusion: For $30 these are good, but for more it's not worth it due to sound & tight headband.",3.0,USABILITY_SETUP,
170,179d30afcde0b0d32791222986a25002a5ec3d68f5f52164e45eae49abc265ab,Works great. Solid construction,5.0,NO_COMPLAINT,
171,a4dd4db37910325997e12bb73b5b712b1157fbc7222744e17f24ef64bb6b80c0,"Based on the product description - ""works with Blackberry"" - I bought this headset. I rec'd it quickly, but didn't get the black and grey as ordered. Instead the vendor sent me the tan one. That didn't really matter, but the plug is too small (2.5 mm is not the size the Pearl uses) for my phone. Extremely frustrating because of course I had it out of the blister pack to find this out and now I cannot return it. Argh!!!!! BTW - tried to use an adaptor - no dice. Don't buy this for the Pearl.",2.0,FIT_COMPATIBILITY,
172,63a6c85467b80ec49188c114edb7246394066682b2526143eec054e2dde738a0,"DO NOT EVEN CONSIDER BUYING THESE HEADPHONES, THEY SOUND GREAT, BUT ARE VERY POORLY CONSTRUCTED - EXPLANATION BELOW: After about two weeks the faux frogskin coverings peeled completely from the ear cuffs, so I had to replace them, and had a very tough time installing the new ones without damaging them, as they came with no instructions. About 6 months or so later, both of the speaker cuffs themselves completely separated from the halo, because they are attached by a very small sheet metal screw painted black so that it blends in, to hide how cheap the construction is. The sheet metal screw completely stripped out the plastic piece on the halo they were attached to, beyond repair. (And I have worked as an audio repair tech for most of my life). The screws kept loosening, I kept tightening them back, and even added a drop of super-glue into each screw hole in an effort to lock them in place, but to no avail, they both eventually completely stripped the holes out to the point there was no threads left. It was no use trying to use a bigger screw, because it interfered with the movement and tightness of the ear cuffs travel on both ears. Eventually I even tried a wad of electrical tape, and made several passes to see if there was any chance that I could get the headphones at least ""good enough"", but the tape was no help either. Moral of the story: YOU CAN'T DRIVE A SHEET METAL SCREW THROUGH PLASTIC, AND EXPECT IT NOT TO STRIP OUT THE HOLE IT IS SCREWED THROUGH! ESPECIALLY WHEN IT IS MOUNTED TO A MOVING PART!!! STAY AWAY FROM THESE HEADPHONES, EVEN IF JVC STARTS GIVING THEM AWAY FOR FREE, BECAUSE THEY WILL FALL APART!!!",1.0,USABILITY_SETUP,
173,17e0775806f526d695cb65c5a3387c23f68aa518cc0411f68ebf43cbeff4d251,Fantastic quality! Very pleased with this purchase.,5.0,NO_COMPLAINT,
174,d0d0126d91399c35953ec4a5252b4b0e7e9207c611de4dc13892b0bc4cc678c9,"Wired in-ear headphones. 3 sets of ear inserts included. Has built in microphone. Call quality is good on both sides. Music quality is good. Noise reduction was okay. No static noise noted but could still hear sounds around me. No instructions or diagrams included to show controls. The only control I found was an inline. The function is to answer a call or make a call (pressed button asked Siri to call). No volume, reverse or fast forward. The ear buds have stripes of different colors, blue stripe on right side (where the inline control button is located) and red stripe on left side. I recommend to those looking for earphones that have great sound with minimal, simplistic controls. I received this item at a discounted price.",4.0,USABILITY_SETUP,
175,9501d3fa4c75fc4fa8ddcd4903ff4cf41994d440870e69903bc155fa34cd9697,"A very nice change to my first gen pink studio beats. I appreciated the fact that it was easy enough to apply and definitely stands out. a couple of things to keep in mind though: 1. i received an email shortly before these arrived from Skinny reminding me to follow the instructions included in the package for proper application, however no instructions were included. i figured it out easy enough though, so no issue. 2) the solid pea green part shown in the picture is actually designed to go at the bottom of the headphone, not the top as shown. I noticed this because there is a space they left open on the green part for the headphone cable which is at the bottom of the headphone.",4.0,NO_COMPLAINT,
176,15ddfc832f70e69223e561fd274fbaa9c9646f7eb3b13f161bb9f392aa958606,Fell apart after two months,3.0,BUILD_QUALITY,
177,6117f8ae5682b7060515f77fd860e583244a4af1c864f1f53ce15979562590a9,"Very happy so far, though I can't get a pair of Bluetooth headphones to last longer than a few months. Great controls on the side. Comfortable and stays on my head. Almost too small for my somewhat large head Great sound quality Readily connects via Bluetooth to my iPhone They look super sleek and expensive. I had a bartender ask if I was working for the government because of these headphones. I would buy these again.",5.0,FIT_COMPATIBILITY,
178,17949ebcbc619e2b0b600af397628bc903e47583865fa20d74873e712182fbdc,Arrived broken with right ear bud constantly losing frequency,1.0,SHIPPING,
179,18717de4526cc9a4496b687c8f9abf3b02c9f2246ce463498d06ac5f00d31f35,I didn't get any covers. They don't fit in my ears.,3.0,FIT_COMPATIBILITY,
180,f5f39a1265f52b8b326a8c377dc0e5d88d5428eab426d2b74bd461075d828464,"Works perfectly for what I use them for. Quality of sound is as great as more expensive wireless ear buds. Noise canceling works great, and my full battery lasts days.",5.0,NO_COMPLAINT,
181,4b2266e6f6480ea2a0925d4361992b38ef06a190e5cbc20b5077c3ed602d4787,"If you're wife says you have a big head, these may not work for you. Whenever I turn my head left, right, or look around they pull at my ears and shift out of place annoyingly. Sound quality was great, no complaints there. They're just too small for me.",4.0,FIT_COMPATIBILITY,
182,cb5bbc85720562e5d11dfb528c3daf6f2a6a19fae94f41f94b1d712338ba3376,"For the money these are my favorites. Properly over the ear, snug but not too tight, fast to connect and the battery last a super long time. Im past a week of wearing them every night for 2-4 hours and its only lost a little charge. Quality!",5.0,FIT_COMPATIBILITY,
183,2b37bcddc24f05300475cf78ad373aeeea0e4913d59604d923aab8258ef21915,Headphones arrived broken but customer support sent me replacement and it arrived in 1 day. Fantastic customer service. I am very happy. I enjoy the set. Good noise cancellation as most of the time that i use them is when I’m biking or taking the train. on the scale of 1 to 10. (Noise cancelling) is 9 out of 10 simply because sometimes you have to adjust it in your ear in order to block outside noise or noise around you. But very good pair to own hands down. you don’t have to spend a fortune on other headphones when you can get this.,5.0,SHIPPING,
184,9d8a65c6df333f1bdb830b17570489403c078fc501ab50c6f0fce259f671407e,"-- They don't fit my ears, always fall out, no matter which tips I wear -- Battery life is pretty poor -- Controls are impossible - there's no indication whether your tap or press-hold is working, and it usually doesn't work -- They don't pair with each other very easily and there's no way to force pairing. Instruction say ""earbuds will automatically enter Bluetooth Pairing."" My pair must have missed that step. I'm forever taking them out of the charging case, then putting them back in so I can take them out again and hope they'll pair. -- One earbud will be connected to a device and the other bud connected to a different device - like, I'll hear audio from my laptop in my left ear and from my phone in my right ear. Then I have to go through the whole disconnect, pair, power off, try to pair again, reconnect sequence. Holy hell, what a pain in the neck. I'm doing it right now, 6 minutes in and it's still not working -- It's not just this pair, I returned the first pair due to these reasons but the new pair still has the same problems. Basically, I'm forever messing around with these, wasting tons of time multiple times a day when I just want to grab them and run out the door. I'll be buying another pair of cheap Skull Candys which work seamlessly.",1.0,FUNCTIONALITY,
185,c912fe4c91c5372e69a7d78b7c6790f98207f95b95992c7f984a09be27d2f44f,"I have a small head, usually have to wear a child's hat if I want to wear a hat and my ears are tiny too, these fit perfectly. While the band expands there isn't anything you can do if the ear piece is too small. I have owned these headphones for a while, at least over a year and the sound is amazing. The only thing is now after using and abusing them for so long one ear has stopped working. I am not actually sure if it is my headphones or my laptops fault though. For this price I would recommend these to anyone.",5.0,FUNCTIONALITY,
186,8df472d231f890f67e45bb90dd92a5cd23108db10f5dc8420b318b42589832a0,"I love this wireless headset. I use while I'm on the treadmill. It's convenient, not heavy or bulky. The reason I'm giving it a 4star is because there were no instructions on how to set it up. I had to google the instructions. Even though it was a simple process, some simple written instructions with the headset would have been nice.",4.0,USABILITY_SETUP,
187,a938ca6d693923e0a4d00262497c76d9ebb50d951ac1899ec7d6dc04b18c07f3,"Didn’t fit my ears like I expected, but they do stay in. The quality of sound is very good, but when you have tendencies to run spur the moment or when you can’t be connected to power right before your run, the lack of an on/off switch overrides any other feature. They’re typically dead before I get started on a run and I haven’t been able to connect them to my iPad.",1.0,FUNCTIONALITY,
188,8cbd3e2d7809a709bced0d6dbda7c2d6ed666682161c973035528b860e855f64,[[VIDEOID:8192dfbdbd9f86bf7974570ced5b0cc6]] I love these headphones. They fit really securely and the sound is loud! They stay in while working out and it’s very cool that the case itself is also a portable charger for other devices. Will definitely come in handy!,5.0,NO_COMPLAINT,
189,a3a6472224c46211e4f43b0ca1440f7d0a4fce79dab2d71d270d9c97aaef2636,Product won't connect to bluetooth. It was returned,1.0,FUNCTIONALITY,
190,415b00f47df43721946f6ca681643a974222c807076b3b9813fb0d062c5b4e88,Case will charge but won't charge buds,1.0,FUNCTIONALITY,
191,90f6e1c4ad4c0c5c164f9859696cead6763182fc92045c31b681d2f305dbd964,Item arrived broken!,1.0,SHIPPING,
192,2bae9f359477b0386a7a8bd49ae9e0f39ab5c5968e3efd6b27e5c66f134200ef,Purchases two pairs. Both pairs left ear bud arrived broken. Very low quality. Will not purchase again.,1.0,SHIPPING,
193,2433fdeb72d7eebebce86f4783a8390b583d62024ce70a669f26587ab227b645,"i love my headphones, they are lasting me a really long time. theres a pro and a con to the wire of the headphones. The con is that the one they came with broke with in a week. The pro is that they are really easy to change and not that heavy on your wallet. They are like beats, really loud and clear.",5.0,BUILD_QUALITY,
194,5439a8baae918c362d5e3aa3446ed1fb607a45927e030aa7372ef1e3155aa316,This Plantronics Voyager Edge Bluetooth headset works great!! It definitely blocks out background noise and road noise when you're driving or on a windy day when you take a walk. It arrived in the time as promised. I would buy from this seller again again.,5.0,NO_COMPLAINT,
195,348fd18e8ec1dc3ac82b2f2f956763832d7965017313dd8c82400c30da77e336,Left earbud arrived broken light never turned on,1.0,SHIPPING,
196,5f8c6469e5f662f6cfad26df8b311d9c7c2355d167d2a003ca1d5d88057be8ce,"I always come back to this. My favourite earphones! It fits right (comes with 3 pairs of rubber thingies to fit different ear sizes (?)). sits in, doesn't keep falling out and doesn't let anyone near you hear anything. The quality is also pretty good for such a cheap product. Please lets not jinx it thanks!",5.0,FIT_COMPATIBILITY,
197,ba8c0b050310847f2bbfdafc5e908da807ae1c6b755da6caaacc6f76423bdeb2,What noise canceling? No instructions.,1.0,FUNCTIONALITY,
198,43253d169f1bdc59424670e77511dd41e29f41ab1dc7e309580f86b4d0a39b1a,Other than the fact that it only lasted a year it was a great purchase. The ear piece started falling apart but all in all it was a great buy. It did the job...,4.0,BUILD_QUALITY,
199,2cc57b066bc1cf36fdbd40ddb024f3cc2311847ca225f7798f9871b9a4adb7e5,"Came in a box that was torn, no instructions, no paperwork at all and when I tried them on several devices including a Dell desktop, a brand-new HP laptop and another desktop the headphones would just flat-out not work at all. I'm thinking I was sold a used product that someone else had purchased and returned. Not good at all. I'm extremely disappointed because in years past I have had other Koss headphones, including a set that I used for years as a professional broadcaster and all of the older ones worked great. This set was pure junk.",1.0,SHIPPING,
200,291202fec449fbf45e43486bc9f1f9a647e3985128a0d1a7ab3431f2e1a96921,Arrived broken and are just cheaply made but for the price I guess that's to be expected.,1.0,SHIPPING,
201,baa370d8f8e417801cc6a3fe9c10f0b385befc796dfeb12a779d24200e7f0463,Control buttons were difficult to use and completely stopped working after 4 months. I would not recommend these.,2.0,FUNCTIONALITY,
202,2024ad2d367d7d14d52ebd91061299ec9a8dd3566c2f98b644ced2ba05ad34b0,"Love these ear buds, most importantly they’re very comfortable",5.0,NO_COMPLAINT,
203,ce860db210a9233b2c3221868b7e8b90aeba6c60c23f56f7e28e2fce1a783c89,I haven’t had a chance to use them for the purpose I bought them for but when trying them out they worked very well in general. I will come back later and let you know how they worked at the car races.,5.0,NO_COMPLAINT,
204,e0085841701f5696d5f8b24652e360dd2d396298cd8283fc77b3f4c5640350d8,"I received these headphones last night and so far they are pretty good. The only thing that I don't like is the fact that the wire to the left ear bud is very chewed up. There are multiple nicks in the insulation and it seems that the wire was stretched a few times. While I didn't expect these to be in pristine condition, being that I bought them refurbished, but I would think that the wires would be in better condition. There are nicks and scuffs in the headset itself but I was expecting something like that. The sounds quality is pretty good, but I think the HBS-750 headphones are louder. I like the fact that the ear buds are retractable which helps keep them from getting caught on things when not being used. Overall I would recommend these headphones, I just wish the wires were in better condition. UPDATE: After less than 2-weeks of use, the earbud with the chewed up insulation has stopped working. I will am planning on returning and will try another set to see if I have better luck the second time around.",3.0,SHIPPING,
205,eeaf528ef87de850294182b9c9ab8b4e0ff2afa23f26b905f4b9015be8a38aef,No instructions and can not find how you can go back 30 seconds,5.0,USABILITY_SETUP,
206,a6004c4e2da88c9f8232f83b308db263ebaaba534669c18e60bf1e84e93aa475,Excelente sonido y buen diseño,5.0,NO_COMPLAINT,
207,244f15fd88a676833c04d42c95912ecbf4a50c9e2b12c63d093d75af865edb6f,I wasn’t happy that only one earpiece works. No instructions or anything.,1.0,FUNCTIONALITY,
208,c57074e702b40120712cdacaf74cd305e172a308216fabcfa7e6ffa4163f9f54,"These sound fantastic. I replace the cheap flimsy ear pieces with foam ones that are more comfortable and better at noise canceling. This was my third pair that I biyht as a back up to my second ones. I left the first ones in a hotel. The first pair lasted 2 years, the second pair has lasted a year. This third pair is a back up set that I'll use at home so my travel kit will always have headphones and I won't leave them behind for work travel. Love these!! Just disappointed they broke. Would still buy again and again if I ever need to!",5.0,BUILD_QUALITY,
209,6ba6c4ca697fd1e256500b786e54361b67d8726bc7480be8f6fb0a40da58a3d6,"Great price for wireless ear buds! Has a nice charger case that the buds fit into, battery life is solid, sound is good, and they were super easy to pair, no instructions needed. I started working from home for the time being and while on videoconferences, these are a lot less intrusive and more comfortable than my wired headset.",5.0,NO_COMPLAINT,
210,17b012b7c99c8c73f8087fcdbf3fae2fc2e686a85d793e64d147c1cefca6c438,"These headphones arrived broken. Bluetooth cuts out or has a loud static noise if you are not within a foot or so of the device you are connected to. Very disappointing. I have purchased this brand and style for years, and have watched as they have declined greatly. The sound quality, as well as the physical quality of the headphones. Very cheaply made.",1.0,SHIPPING,
